"NOTE_ID","MAX_VISIBILITY","IS_AAA_FEEDBACK","AAA_STATUS","NOTE_TYPE","TEST_PERIOD","BATTERY_GROUP","BATTERY_ID","BATTERY_STATUS"
333015,1,1,"Poor","QC_TRAINEE",4,112511,281227,"TRAINING"
333016,1,1,"Poor","QC_TRAINEE",4,112511,281230,"TRAINING"
333017,1,1,"Good","QC_TRAINEE",4,112511,281229,"TRAINING"
333018,1,1,"Good","QC_TRAINEE",4,112511,281228,"TRAINING"
333019,1,1,"Good","QC_TRAINEE",4,112511,281224,"DROPPED"
333020,1,1,"Good","QC_TRAINEE",4,112511,281219,"TRAINING"
333021,1,1,"Good","QC_TRAINEE",4,112511,281220,"TRAINING"
333022,1,1,"Good","QC_TRAINEE",4,112511,281223,"TRAINING"
333023,1,1,"Good","QC_TRAINEE",4,112511,281221,"TRAINING"
333024,1,1,"Good","QC_TRAINEE",4,112511,281231,"DROPPED"
333026,1,1,"Good","QC_TRAINEE",4,112511,281225,"TRAINING"
333027,1,1,"Good","QC_TRAINEE",4,112511,281232,"TRAINING"
333030,1,1,"Good","QC_TRAINEE",6,112500,281012,"TRAINING"
333031,1,1,"Good","QC_TRAINEE",6,112500,281021,"TRAINING"
333032,1,1,"Average","QC_TRAINEE",6,112500,281018,"TRAINING"
333033,1,1,"Average","QC_TRAINEE",6,112500,281015,"TRAINING"
333034,1,1,"Good","QC_TRAINEE",6,112500,281014,"TRAINING"
333035,1,1,"Average","QC_TRAINEE",6,112500,281007,"TRAINING"
333036,1,1,"Good","QC_TRAINEE",6,112500,281008,"TRAINING"
333037,1,1,"Average","QC_TRAINEE",6,112500,281020,"TRAINING"
333038,1,1,"Average","QC_TRAINEE",6,112500,281013,"TRAINING"
333039,1,1,"Average","QC_TRAINEE",6,112500,281006,"TRAINING"
333040,1,1,"Average","QC_TRAINEE",6,112500,281009,"TRAINING"
333041,1,1,"Good","QC_TRAINEE",6,112500,281010,"TRAINING"
333042,1,1,"Average","QC_TRAINEE",6,112500,281011,"TRAINING"
333043,1,1,"Average","QC_TRAINEE",6,112500,281017,"TRAINING"
333044,1,1,"Average","QC_TRAINEE",6,112500,281004,"TRAINING"
333045,1,1,"Good","QC_TRAINEE",6,112500,281005,"TRAINING"
333047,2,0,"","TRAINEE",1,112511,281226,"TRAINING"
333048,2,0,"","TRAINEE",1,112511,281229,"TRAINING"
333049,2,0,"","TRAINEE",1,112511,281223,"TRAINING"
333050,2,0,"","TRAINEE",1,112511,281230,"TRAINING"
333051,2,0,"","TRAINEE",1,112511,281231,"DROPPED"
333052,2,0,"","TRAINEE",1,112511,281216,"TRAINING"
333053,2,0,"","TRAINEE",1,112511,281232,"TRAINING"
333054,2,0,"","TRAINEE",1,112511,281214,"TRAINING"
333055,2,0,"","TRAINEE",1,112511,281227,"TRAINING"
333056,2,0,"","TRAINEE",1,112511,281225,"TRAINING"
333057,2,0,"","TRAINEE",2,112511,281226,"TRAINING"
333058,2,0,"","TRAINEE",2,112511,281229,"TRAINING"
333059,2,0,"","TRAINEE",2,112511,281228,"TRAINING"
333060,2,0,"","TRAINEE",2,112511,281224,"DROPPED"
333061,2,0,"","TRAINEE",2,112511,281215,"TRAINING"
333062,2,0,"","TRAINEE",2,112511,281219,"TRAINING"
333063,2,0,"","TRAINEE",2,112511,281220,"TRAINING"
333064,2,0,"","TRAINEE",2,112511,281223,"TRAINING"
333065,2,0,"","TRAINEE",2,112511,281221,"TRAINING"
333066,2,0,"","TRAINEE",2,112511,281230,"TRAINING"
333067,2,0,"","TRAINEE",2,112511,281231,"DROPPED"
333068,2,0,"","TRAINEE",2,112511,281216,"TRAINING"
333069,2,0,"","TRAINEE",2,112511,281214,"TRAINING"
333070,2,0,"","TRAINEE",2,112511,281225,"TRAINING"
333071,2,0,"","TRAINEE",2,112511,281232,"TRAINING"
333072,2,0,"","TRAINEE",2,112511,281227,"TRAINING"
333073,2,0,"","TRAINEE",2,112511,281217,"TRAINING"
333074,2,0,"","TRAINEE",3,112511,281214,"TRAINING"
333075,2,0,"","TRAINEE",3,112511,281215,"TRAINING"
333076,2,0,"","TRAINEE",3,112511,281216,"TRAINING"
333077,2,0,"","TRAINEE",3,112511,281231,"DROPPED"
333078,2,0,"","TRAINEE",3,112511,281217,"TRAINING"
333079,2,0,"","TRAINEE",3,112511,281219,"TRAINING"
333080,2,0,"","TRAINEE",3,112511,281220,"TRAINING"
333081,2,0,"","TRAINEE",3,112511,281221,"TRAINING"
333082,2,0,"","TRAINEE",3,112511,281230,"TRAINING"
333083,2,0,"","TRAINEE",3,112511,281223,"TRAINING"
333084,2,0,"","TRAINEE",3,112511,281225,"TRAINING"
333085,2,0,"","TRAINEE",3,112511,281232,"TRAINING"
333086,2,0,"","TRAINEE",3,112511,281227,"TRAINING"
333087,2,0,"","TRAINEE",3,112511,281226,"TRAINING"
333088,2,0,"","TRAINEE",3,112511,281229,"TRAINING"
333089,2,0,"","TRAINEE",3,112511,281228,"TRAINING"
333090,2,0,"","TRAINEE",3,112511,281224,"DROPPED"
333091,2,0,"","TRAINEE",4,112511,281214,"TRAINING"
333092,2,0,"","TRAINEE",4,112511,281215,"TRAINING"
333093,2,0,"","TRAINEE",4,112511,281216,"TRAINING"
333094,2,0,"","TRAINEE",4,112511,281217,"TRAINING"
333095,2,0,"","TRAINEE",4,112511,281219,"TRAINING"
333096,2,0,"","TRAINEE",4,112511,281220,"TRAINING"
333097,2,0,"","TRAINEE",4,112511,281223,"TRAINING"
333098,2,0,"","TRAINEE",4,112511,281221,"TRAINING"
333099,2,0,"","TRAINEE",4,112511,281230,"TRAINING"
333100,2,0,"","TRAINEE",4,112511,281231,"DROPPED"
333101,2,0,"","TRAINEE",4,112511,281225,"TRAINING"
333102,2,0,"","TRAINEE",4,112511,281232,"TRAINING"
333103,2,0,"","TRAINEE",4,112511,281227,"TRAINING"
333104,2,0,"","TRAINEE",4,112511,281226,"TRAINING"
333105,2,0,"","TRAINEE",4,112511,281229,"TRAINING"
333106,2,0,"","TRAINEE",4,112511,281228,"TRAINING"
333107,2,0,"","TRAINEE",4,112511,281224,"DROPPED"
333108,2,0,"","TRAINEE",2,113500,282012,"TRAINING"
331189,2,0,"","TRAINEE",5,112500,281004,"TRAINING"
329177,1,1,"Good","QC_TRAINEE",4,112502,281028,"TRAINING"
329178,1,1,"Average","QC_TRAINEE",4,112502,281024,"TRAINING"
329179,1,1,"Average","QC_TRAINEE",4,112502,281038,"TRAINING"
329180,1,1,"Good","QC_TRAINEE",4,112502,281037,"TRAINING"
329181,1,1,"Superstar","QC_TRAINEE",4,112502,281026,"TRAINING"
329183,1,1,"Average","QC_TRAINEE",4,112502,281043,"TRAINING"
329184,1,1,"Average","QC_TRAINEE",4,112502,281029,"TRAINING"
329186,1,1,"Good","QC_TRAINEE",4,112502,281036,"TRAINING"
329187,1,1,"Poor","QC_TRAINEE",4,112502,281041,"TRAINING"
329188,1,1,"Superstar","QC_TRAINEE",4,112502,281042,"TRAINING"
329190,1,1,"Good","QC_TRAINEE",4,112502,281040,"TRAINING"
329191,1,1,"Good","QC_TRAINEE",4,112502,281031,"TRAINING"
329193,2,0,"","TRAINEE",2,112503,281049,"TRAINING"
329194,1,1,"Poor","QC_TRAINEE",7,112509,281142,"TRAINING"
329195,1,1,"Average","QC_TRAINEE",7,112509,281141,"TRAINING"
329196,1,1,"","QC_TRAINEE",7,112509,281140,"TRAINING"
329197,1,1,"Average","QC_TRAINEE",7,112509,281139,"TRAINING"
329198,1,1,"Average","QC_TRAINEE",7,112509,281138,"TRAINING"
329199,1,1,"Average","QC_TRAINEE",7,112509,281135,"TRAINING"
330000,1,1,"Superstar","QC_TRAINEE",7,112509,281137,"TRAINING"
330001,1,1,"Superstar","QC_TRAINEE",7,112509,281144,"TRAINING"
330002,1,1,"Average","QC_TRAINEE",7,112509,281143,"TRAINING"
330003,1,1,"Good","QC_TRAINEE",7,112509,281136,"TRAINING"
330004,1,1,"Poor","QC_TRAINEE",7,112509,281133,"TRAINING"
330005,1,1,"Good","QC_TRAINEE",7,112509,281134,"TRAINING"
330006,1,1,"Average","QC_TRAINEE",7,112509,281146,"TRAINING"
330008,1,1,"Average","QC_TRAINEE",7,112509,281132,"TRAINING"
330009,1,1,"Average","QC_TRAINEE",7,112509,281145,"TRAINING"
330012,1,1,"Good","QC_TRAINEE",3,112504,281065,"TRAINING"
330015,1,1,"Good","QC_TRAINEE",3,112504,281060,"TRAINING"
330016,1,1,"Good","QC_TRAINEE",3,112504,281068,"TRAINING"
330017,1,1,"Good","QC_TRAINEE",3,112504,281066,"TRAINING"
330018,1,1,"Average","QC_TRAINEE",3,112504,281067,"TRAINING"
330021,1,1,"Superstar","QC_TRAINEE",3,112504,281071,"TRAINING"
330023,1,1,"Good","QC_TRAINEE",4,112503,281059,"TRAINING"
330024,1,1,"Average","QC_TRAINEE",4,112503,281052,"TRAINING"
330025,1,1,"Poor","QC_TRAINEE",4,112503,281057,"TRAINING"
330026,1,1,"Good","QC_TRAINEE",4,112503,281053,"TRAINING"
330027,1,1,"Good","QC_TRAINEE",3,112504,281061,"TRAINING"
331002,2,0,"","TRAINEE",4,112500,281009,"TRAINING"
330029,1,1,"Superstar","QC_TRAINEE",3,112504,281069,"TRAINING"
330030,1,1,"Average","QC_TRAINEE",4,112503,281050,"TRAINING"
330031,1,1,"Good","QC_TRAINEE",4,112503,281049,"TRAINING"
330032,1,1,"Average","QC_TRAINEE",4,112503,281048,"TRAINING"
330033,1,1,"Average","QC_TRAINEE",4,112503,281056,"TRAINING"
330034,1,1,"Superstar","QC_TRAINEE",4,112503,281047,"TRAINING"
330035,1,1,"Average","QC_TRAINEE",3,112504,281064,"TRAINING"
330037,1,1,"Good","QC_TRAINEE",2,112511,281226,"TRAINING"
330038,1,1,"Good","QC_TRAINEE",2,112511,281229,"TRAINING"
330039,1,1,"Good","QC_TRAINEE",2,112511,281228,"TRAINING"
330040,1,1,"Average","QC_TRAINEE",2,112511,281224,"DROPPED"
330042,1,1,"Superstar","QC_TRAINEE",2,112511,281215,"TRAINING"
330043,1,1,"Good","QC_TRAINEE",2,112511,281219,"TRAINING"
330044,1,1,"Average","QC_TRAINEE",2,112511,281220,"TRAINING"
330045,1,1,"Average","QC_TRAINEE",2,112511,281223,"TRAINING"
330046,1,1,"Good","QC_TRAINEE",2,112511,281221,"TRAINING"
330055,1,1,"Superstar","QC_TRAINEE",2,112511,281225,"TRAINING"
330048,1,1,"Poor","QC_TRAINEE",2,112511,281230,"TRAINING"
330056,1,1,"Average","QC_TRAINEE",2,112511,281232,"TRAINING"
330050,1,1,"Poor","QC_TRAINEE",2,112511,281231,"DROPPED"
331000,2,0,"","TRAINEE",4,112500,281010,"TRAINING"
330052,1,1,"Superstar","QC_TRAINEE",2,112511,281216,"TRAINING"
330054,1,1,"Good","QC_TRAINEE",2,112511,281214,"TRAINING"
330057,1,1,"Average","QC_TRAINEE",2,112511,281227,"TRAINING"
330058,1,1,"Good","QC_TRAINEE",2,112511,281217,"TRAINING"
330060,2,0,"","TRAINEE",4,112503,281059,"TRAINING"
330062,1,1,"Good","QC_TRAINEE",3,112500,281012,"TRAINING"
330063,1,1,"Average","QC_TRAINEE",3,112500,281013,"TRAINING"
330064,1,1,"Average","QC_TRAINEE",3,112500,281018,"TRAINING"
330065,1,1,"Superstar","QC_TRAINEE",3,112500,281008,"TRAINING"
330066,1,1,"Good","QC_TRAINEE",3,112500,281010,"TRAINING"
330067,1,1,"Good","QC_TRAINEE",3,112500,281009,"TRAINING"
330068,1,1,"Average","QC_TRAINEE",3,112500,281021,"TRAINING"
330075,1,1,"Good","QC_TRAINEE",3,112500,281017,"TRAINING"
330070,1,1,"Good","QC_TRAINEE",3,112500,281015,"TRAINING"
330079,1,1,"Good","QC_TRAINEE",3,112500,281004,"TRAINING"
330072,1,1,"Average","QC_TRAINEE",3,112500,281014,"TRAINING"
330073,1,1,"Good","QC_TRAINEE",3,112500,281007,"TRAINING"
330074,1,1,"Good","QC_TRAINEE",3,112500,281006,"TRAINING"
330077,1,1,"Average","QC_TRAINEE",3,112500,281011,"TRAINING"
330078,1,1,"Average","QC_TRAINEE",3,112500,281005,"TRAINING"
330080,1,1,"Good","QC_TRAINEE",3,112500,281020,"TRAINING"
331001,2,0,"","TRAINEE",4,112500,281015,"TRAINING"
331003,2,0,"","TRAINEE",4,112500,281018,"TRAINING"
331004,2,0,"","TRAINEE",4,112500,281014,"TRAINING"
331005,2,0,"","TRAINEE",4,112500,281004,"TRAINING"
331006,2,0,"","TRAINEE",4,112500,281017,"TRAINING"
331007,2,0,"","TRAINEE",2,112501,281190,"DROPPED"
331008,2,0,"","TRAINEE",2,112501,281191,"TRAINING"
331009,2,0,"","TRAINEE",2,112501,281172,"TRAINING"
331010,2,0,"","TRAINEE",2,112501,281168,"TRAINING"
331011,2,0,"","TRAINEE",2,112501,281212,"TRAINING"
331012,2,0,"","TRAINEE",2,112501,281188,"TRAINING"
331013,2,0,"","TRAINEE",2,112501,281234,"TRAINING"
331014,2,0,"","TRAINEE",2,112501,281213,"TRAINING"
331015,2,0,"","TRAINEE",2,112501,281173,"TRAINING"
331016,2,0,"","TRAINEE",2,112501,281196,"TRAINING"
331017,2,0,"","TRAINEE",2,112501,281210,"TRAINING"
331018,2,0,"","TRAINEE",2,112501,281202,"TRAINING"
331019,2,0,"","TRAINEE",2,112501,281192,"TRAINING"
331020,2,0,"","TRAINEE",2,112501,281203,"TRAINING"
331021,2,0,"","TRAINEE",2,112501,281170,"TRAINING"
331022,2,0,"","TRAINEE",2,112501,281189,"TRAINING"
331023,2,0,"","TRAINEE",2,112501,281186,"TRAINING"
331024,2,0,"","TRAINEE",2,112501,281194,"TRAINING"
331026,2,0,"","TRAINEE",2,112501,281199,"TRAINING"
331027,2,0,"","TRAINEE",2,112501,281167,"DROPPED"
331029,2,0,"","TRAINEE",2,112501,281205,"TRAINING"
331030,2,0,"","TRAINEE",4,112500,281006,"TRAINING"
331031,2,0,"","TRAINEE",4,112504,281065,"TRAINING"
331032,2,0,"","TRAINEE",4,112504,281066,"TRAINING"
331033,2,0,"","TRAINEE",4,112504,281067,"TRAINING"
331034,2,0,"","TRAINEE",4,112504,281071,"TRAINING"
331035,2,0,"","TRAINEE",4,112504,281060,"TRAINING"
331036,2,0,"","TRAINEE",4,112504,281069,"TRAINING"
331037,2,0,"","TRAINEE",4,112504,281064,"TRAINING"
331038,2,0,"","TRAINEE",4,112504,281068,"TRAINING"
331039,2,0,"","TRAINEE",4,112500,281007,"TRAINING"
331040,2,0,"","TRAINEE",4,112504,281061,"TRAINING"
331041,2,0,"","TRAINEE",4,112500,281012,"TRAINING"
331042,2,0,"","TRAINEE",4,112500,281020,"TRAINING"
331043,2,0,"","TRAINEE",4,112500,281021,"TRAINING"
331044,2,0,"","TRAINEE",2,112503,281059,"TRAINING"
331045,2,0,"","TRAINEE",2,112503,281052,"TRAINING"
331046,2,0,"","TRAINEE",2,112503,281057,"TRAINING"
331047,2,0,"","TRAINEE",2,112503,281053,"TRAINING"
331048,2,0,"","TRAINEE",2,112503,281050,"TRAINING"
331049,2,0,"","TRAINEE",2,112503,281048,"TRAINING"
331050,2,0,"","TRAINEE",2,112503,281056,"TRAINING"
331051,2,0,"","TRAINEE",2,112503,281047,"TRAINING"
331052,2,0,"","TRAINEE",3,112503,281056,"TRAINING"
331053,2,0,"","TRAINEE",3,112503,281047,"TRAINING"
331055,1,1,"Average","QC_TRAINEE",10,112506,281093,"TRAINING"
331056,1,1,"Good","QC_TRAINEE",10,112506,281094,"TRAINING"
331057,1,1,"Average","QC_TRAINEE",10,112506,281088,"TRAINING"
331058,1,1,"Good","QC_TRAINEE",10,112506,281092,"TRAINING"
331059,1,1,"Good","QC_TRAINEE",10,112506,281095,"TRAINING"
331060,1,1,"Average","QC_TRAINEE",10,112506,281101,"TRAINING"
331061,1,1,"Average","QC_TRAINEE",10,112506,281103,"TRAINING"
331062,1,1,"Average","QC_TRAINEE",10,112506,281089,"TRAINING"
331063,1,1,"Good","QC_TRAINEE",10,112506,281098,"TRAINING"
331064,1,1,"Good","QC_TRAINEE",10,112506,281091,"TRAINING"
331065,1,1,"Good","QC_TRAINEE",10,112506,281096,"TRAINING"
331066,1,1,"Good","QC_TRAINEE",10,112506,281090,"TRAINING"
331067,1,1,"Good","QC_TRAINEE",10,112506,281100,"TRAINING"
331068,1,1,"Average","QC_TRAINEE",10,112506,281097,"TRAINING"
331069,1,1,"Good","QC_TRAINEE",10,112506,281102,"TRAINING"
331070,1,1,"Good","QC_TRAINEE",10,112506,281087,"TRAINING"
331071,1,1,"Good","QC_TRAINEE",10,112506,281099,"TRAINING"
331072,2,0,"","TRAINEE",4,112500,281013,"TRAINING"
331073,2,0,"","TRAINEE",4,112500,281011,"TRAINING"
331074,1,1,"Good","QC_TRAINEE",5,112502,281033,"TRAINING"
331075,1,1,"Good","QC_TRAINEE",5,112502,281023,"TRAINING"
331076,1,1,"Good","QC_TRAINEE",5,112502,281046,"TRAINING"
331077,1,1,"","QC_TRAINEE",5,112502,281032,"TRAINING"
331078,1,1,"Good","QC_TRAINEE",5,112502,281034,"TRAINING"
331079,1,1,"Good","QC_TRAINEE",5,112502,281039,"TRAINING"
331080,1,1,"Good","QC_TRAINEE",5,112502,281028,"TRAINING"
331081,1,1,"Good","QC_TRAINEE",5,112502,281035,"TRAINING"
331082,1,1,"Good","QC_TRAINEE",5,112502,281024,"TRAINING"
331083,1,1,"Good","QC_TRAINEE",5,112502,281038,"TRAINING"
331084,1,1,"Good","QC_TRAINEE",5,112502,281037,"TRAINING"
331085,1,1,"Good","QC_TRAINEE",5,112502,281026,"TRAINING"
331086,1,1,"Good","QC_TRAINEE",5,112502,281043,"TRAINING"
331087,1,1,"Good","QC_TRAINEE",5,112502,281030,"TRAINING"
331088,1,1,"Good","QC_TRAINEE",5,112502,281029,"TRAINING"
331089,1,1,"Average","QC_TRAINEE",5,112502,281041,"TRAINING"
331090,1,1,"Good","QC_TRAINEE",5,112502,281042,"TRAINING"
331091,1,1,"Good","QC_TRAINEE",5,112502,281036,"TRAINING"
331092,1,1,"Superstar","QC_TRAINEE",5,112502,281044,"TRAINING"
331093,1,1,"Good","QC_TRAINEE",5,112502,281031,"TRAINING"
331094,1,1,"Good","QC_TRAINEE",5,112502,281040,"TRAINING"
331096,1,1,"Good","QC_TRAINEE",6,112505,281078,"TRAINING"
331097,1,1,"Average","QC_TRAINEE",6,112505,281074,"TRAINING"
331098,1,1,"Good","QC_TRAINEE",6,112505,281073,"TRAINING"
331099,1,1,"Good","QC_TRAINEE",6,112505,281075,"TRAINING"
331100,1,1,"Good","QC_TRAINEE",6,112505,281085,"TRAINING"
331101,1,1,"Good","QC_TRAINEE",6,112505,281076,"TRAINING"
331102,1,1,"Good","QC_TRAINEE",6,112505,281079,"TRAINING"
331103,1,1,"Good","QC_TRAINEE",6,112505,281080,"TRAINING"
331104,1,1,"Good","QC_TRAINEE",6,112505,281082,"TRAINING"
331105,1,1,"Good","QC_TRAINEE",6,112505,281084,"TRAINING"
331106,1,1,"Good","QC_TRAINEE",6,112505,281086,"TRAINING"
331107,1,1,"Good","QC_TRAINEE",6,112505,281072,"TRAINING"
331109,1,1,"","QC_TRAINEE",6,112505,281083,"TRAINING"
331110,1,1,"Good","QC_TRAINEE",2,112500,281011,"TRAINING"
331112,1,1,"Good","QC_TRAINEE",9,112508,281120,"TRAINING"
331113,1,1,"Good","QC_TRAINEE",9,112508,281127,"TRAINING"
331114,1,1,"Good","QC_TRAINEE",9,112508,281125,"TRAINING"
331115,1,1,"Average","QC_TRAINEE",9,112508,281130,"TRAINING"
331116,1,1,"Superstar","QC_TRAINEE",9,112508,281128,"TRAINING"
331117,1,1,"Superstar","QC_TRAINEE",9,112508,281126,"TRAINING"
331118,1,1,"Superstar","QC_TRAINEE",9,112508,281119,"TRAINING"
331119,1,1,"Good","QC_TRAINEE",9,112508,281129,"TRAINING"
331120,1,1,"Average","QC_TRAINEE",9,112508,281123,"TRAINING"
331121,1,1,"Good","QC_TRAINEE",9,112508,281122,"TRAINING"
331122,1,1,"Average","QC_TRAINEE",9,112508,281124,"TRAINING"
331123,1,1,"Good","QC_TRAINEE",9,112508,281131,"TRAINING"
331124,1,1,"Good","QC_TRAINEE",9,112508,281121,"TRAINING"
331126,2,0,"","TRAINEE",4,112500,281008,"TRAINING"
331127,1,1,"Good","QC_TRAINEE",3,112511,281226,"TRAINING"
331128,1,1,"Good","QC_TRAINEE",3,112511,281229,"TRAINING"
331129,1,1,"Good","QC_TRAINEE",3,112511,281228,"TRAINING"
331130,1,1,"Good","QC_TRAINEE",3,112511,281224,"DROPPED"
331131,1,1,"","QC_TRAINEE",4,112500,281012,"TRAINING"
331132,1,1,"Good","QC_TRAINEE",3,112511,281215,"TRAINING"
331133,1,1,"","QC_TRAINEE",4,112500,281005,"TRAINING"
331134,1,1,"Average","QC_TRAINEE",3,112511,281221,"TRAINING"
331135,1,1,"","QC_TRAINEE",4,112500,281004,"TRAINING"
331136,1,1,"Good","QC_TRAINEE",3,112511,281220,"TRAINING"
331137,1,1,"Good","QC_TRAINEE",3,112511,281219,"TRAINING"
331138,1,1,"Good","QC_TRAINEE",3,112511,281216,"TRAINING"
331140,1,1,"Average","QC_TRAINEE",5,112500,281005,"TRAINING"
331141,1,1,"Good","QC_TRAINEE",5,112500,281004,"TRAINING"
331142,1,1,"Average","QC_TRAINEE",5,112500,281017,"TRAINING"
331143,1,1,"","QC_TRAINEE",3,112511,281223,"TRAINING"
331145,1,1,"Good","QC_TRAINEE",3,112511,281217,"TRAINING"
331147,1,1,"Good","QC_TRAINEE",3,112511,281231,"DROPPED"
331148,1,1,"Good","QC_TRAINEE",3,112511,281230,"TRAINING"
331149,1,1,"Average","QC_TRAINEE",5,112500,281014,"TRAINING"
331150,1,1,"Good","QC_TRAINEE",3,112511,281214,"TRAINING"
331151,1,1,"Good","QC_TRAINEE",3,112511,281225,"TRAINING"
331152,1,1,"Average","QC_TRAINEE",5,112500,281011,"TRAINING"
331153,1,1,"Average","QC_TRAINEE",5,112500,281010,"TRAINING"
331154,1,1,"Good","QC_TRAINEE",3,112511,281232,"TRAINING"
331155,1,1,"Good","QC_TRAINEE",5,112500,281007,"TRAINING"
331156,1,1,"Average","QC_TRAINEE",5,112500,281008,"TRAINING"
331157,1,1,"Average","QC_TRAINEE",5,112500,281006,"TRAINING"
331158,1,1,"Good","QC_TRAINEE",5,112500,281013,"TRAINING"
331159,1,1,"Good","QC_TRAINEE",5,112500,281015,"TRAINING"
331160,1,1,"Average","QC_TRAINEE",5,112500,281009,"TRAINING"
331161,1,1,"Average","QC_TRAINEE",5,112500,281020,"TRAINING"
331162,1,1,"Good","QC_TRAINEE",5,112500,281018,"TRAINING"
331163,1,1,"Average","QC_TRAINEE",5,112500,281021,"TRAINING"
331167,1,1,"Good","QC_TRAINEE",4,112504,281065,"TRAINING"
331168,1,1,"Good","QC_TRAINEE",4,112504,281060,"TRAINING"
331170,1,1,"Good","QC_TRAINEE",4,112504,281068,"TRAINING"
331171,1,1,"Good","QC_TRAINEE",4,112504,281066,"TRAINING"
331172,1,1,"Good","QC_TRAINEE",4,112504,281067,"TRAINING"
331173,1,1,"Good","QC_TRAINEE",4,112504,281071,"TRAINING"
331174,1,1,"Average","QC_TRAINEE",4,112504,281061,"TRAINING"
331175,1,1,"Good","QC_TRAINEE",4,112504,281069,"TRAINING"
331176,1,1,"Good","QC_TRAINEE",4,112504,281064,"TRAINING"
331177,2,0,"","TRAINEE",5,112500,281021,"TRAINING"
331178,2,0,"","TRAINEE",5,112500,281020,"TRAINING"
331179,2,0,"","TRAINEE",5,112500,281011,"TRAINING"
331180,2,0,"","TRAINEE",5,112500,281009,"TRAINING"
331181,2,0,"","TRAINEE",1,113500,282050,"TRAINING"
331182,2,0,"","TRAINEE",5,112500,281005,"TRAINING"
331183,2,0,"","TRAINEE",5,112500,281017,"TRAINING"
331184,2,0,"","TRAINEE",5,112500,281006,"TRAINING"
331185,2,0,"","TRAINEE",1,113500,282044,"TRAINING"
331186,2,0,"","TRAINEE",5,112500,281007,"TRAINING"
331187,2,0,"","TRAINEE",5,112500,281018,"TRAINING"
331188,2,0,"","TRAINEE",5,112500,281012,"TRAINING"
331191,2,0,"","TRAINEE",1,113500,282019,"DROPPED"
331192,2,0,"","TRAINEE",1,113500,282038,"TRAINING"
331193,2,0,"","TRAINEE",1,113500,282047,"TRAINING"
331194,2,0,"","TRAINEE",1,113501,282022,"TRAINING"
331195,2,0,"","TRAINEE",1,113500,282033,"TRAINING"
331196,2,0,"","TRAINEE",5,112500,281015,"TRAINING"
331197,2,0,"","TRAINEE",1,113500,282000,"DROPPED"
331198,2,0,"","TRAINEE",5,112500,281014,"TRAINING"
331199,2,0,"","TRAINEE",1,113501,282015,"TRAINING"
332000,2,0,"","TRAINEE",1,113501,282028,"DROPPED"
332001,2,0,"","TRAINEE",1,113500,282036,"TRAINING"
332002,2,0,"","TRAINEE",5,112500,281008,"TRAINING"
332003,2,0,"","TRAINEE",1,113501,282030,"TRAINING"
332004,2,0,"","TRAINEE",1,113500,282001,"TRAINING"
332005,2,0,"","TRAINEE",5,112500,281013,"TRAINING"
332006,2,0,"","TRAINEE",1,113501,282005,"TRAINING"
332007,2,0,"","TRAINEE",1,113501,282035,"TRAINING"
332008,2,0,"","TRAINEE",1,113501,282016,"TRAINING"
332009,2,0,"","TRAINEE",1,113501,282013,"TRAINING"
332010,2,0,"","TRAINEE",1,113501,282002,"TRAINING"
332011,2,0,"","TRAINEE",1,113501,282007,"DROPPED"
332012,2,0,"","TRAINEE",1,113501,282045,"TRAINING"
332013,2,0,"","TRAINEE",1,113501,282003,"TRAINING"
332014,2,0,"","TRAINEE",1,113501,282041,"TRAINING"
332019,2,0,"","TRAINEE",1,113501,282034,"DROPPED"
332020,2,0,"","TRAINEE",1,113501,282039,"TRAINING"
332021,2,0,"","TRAINEE",1,113501,282011,"TRAINING"
332022,2,0,"","TRAINEE",1,113501,282018,"TRAINING"
332023,2,0,"","TRAINEE",1,113501,282020,"TRAINING"
332024,2,0,"","TRAINEE",1,113501,282046,"TRAINING"
332025,2,0,"","TRAINEE",1,113501,282037,"DROPPED"
332026,2,0,"","TRAINEE",1,113501,282027,"TRAINING"
332027,2,0,"","TRAINEE",1,113500,282004,"TRAINING"
332028,2,0,"","TRAINEE",1,113500,282006,"TRAINING"
332029,2,0,"","TRAINEE",1,113500,282008,"TRAINING"
332030,2,0,"","TRAINEE",1,113500,282010,"DROPPED"
332031,2,0,"","TRAINEE",1,113500,282052,"TRAINING"
332032,2,0,"","TRAINEE",1,113500,282012,"TRAINING"
332033,2,0,"","TRAINEE",5,112500,281010,"TRAINING"
333109,2,0,"","TRAINEE",2,113500,282026,"TRAINING"
333110,2,0,"","TRAINEE",6,112500,281015,"TRAINING"
333111,2,0,"","TRAINEE",6,112500,281007,"TRAINING"
333112,2,0,"","TRAINEE",6,112500,281011,"TRAINING"
333113,2,0,"","TRAINEE",2,113500,282010,"DROPPED"
333114,2,0,"","TRAINEE",2,113501,282015,"TRAINING"
333115,2,0,"","TRAINEE",2,113501,282045,"TRAINING"
333116,2,0,"","TRAINEE",2,113501,282018,"TRAINING"
333117,2,0,"","TRAINEE",2,113501,282013,"TRAINING"
333118,2,0,"","TRAINEE",2,113501,282027,"TRAINING"
333119,2,0,"","TRAINEE",2,113501,282030,"TRAINING"
333120,2,0,"","TRAINEE",2,113501,282023,"TRAINING"
333121,2,0,"","TRAINEE",2,113501,282046,"TRAINING"
333122,2,0,"","TRAINEE",2,113501,282007,"DROPPED"
333123,2,0,"","TRAINEE",2,113501,282039,"TRAINING"
